Date,Symbols,Close,High,Low,Open,Volume
2021-07-26,MRNA,335.87,362.0,329.15,352.0,23387796
2021-07-23,AMZN,3656.64,3666.11,3622.04,3640.0,2436292
2021-07-23,GOOGL,2660.3,2667.9799,2596.01,2608.61,2075321
2021-07-23,FB,369.79,375.33,357.19,360.91,33694328
2021-07-23,PFE,41.306,41.455,41.048,41.088,21804929
2021-07-23,BNTX,281.96,292.335,267.03,287.0332,4456557
2021-07-23,MRNA,348.83,349.45,325.17,330.9,23431397
2021-07-22,AMZN,3638.03,3640.02,3582.27,3587.23,3265352
2021-07-22,GOOGL,2568.43,2569.66,2549.9769,2556.88,715094
2021-07-22,FB,351.19,351.54,345.21,346.68,12385441
2021-07-22,PFE,41.098,41.177,40.533,40.751,19084610
2021-07-22,BNTX,280.98,283.92,264.6,269.56,5589757
2021-07-22,MRNA,323.48,329.6,316.29,319.0,16491283
2021-07-21,AMZN,3585.2,3586.45,3543.6415,3576.375,2318989
2021-07-21,GOOGL,2550.98,2551.92,2520.47,2522.67,1037309
2021-07-21,FB,346.23,346.52,341.25,341.5,9279657
2021-07-21,PFE,40.652,40.87,40.151,40.87,27779579
2021-07-21,BNTX,259.61,261.77,242.07,244.95,5335267
2021-07-21,MRNA,321.11,325.88,293.62,298.51,30859285
2021-07-20,AMZN,3573.19,3592.0,3518.0,3567.32,3255680
2021-07-20,GOOGL,2524.19,2540.8636,2487.01,2510.55,1315822
2021-07-20,FB,341.66,343.45,334.5,338.8,11024277
2021-07-20,PFE,40.682,41.336,39.839,39.889,49246159
2021-07-20,BNTX,245.17,252.56,232.84,240.93,6604938
2021-07-20,MRNA,307.33,342.51,292.0,318.22,123115470
2021-07-19,AMZN,3549.59,3550.21,3499.16,3532.58,3784595
2021-07-19,GOOGL,2491.56,2524.1,2470.1,2521.79,1398379
2021-07-19,FB,336.95,339.79,334.54,337.57,14372345
2021-07-19,PFE,39.79,39.988,39.324,39.71,30088428
2021-07-19,BNTX,242.64,247.31,226.41,228.0,5147325
2021-07-19,MRNA,313.59,317.8796,283.14,284.54,35526769
2021-07-16,AMZN,3573.63,3646.0599,3570.455,3633.31,4043706
2021-07-16,GOOGL,2539.4,2556.23,2523.07,2553.26,1021227
2021-07-16,FB,341.16,345.9899,340.14,344.91,11026093
2021-07-16,PFE,39.988,39.988,39.572,39.78,24490201
2021-07-16,BNTX,231.47,233.2399,222.35,225.08,5050038
2021-07-16,MRNA,286.43,288.88,271.5,276.92,41397251
2021-07-15,AMZN,3631.2,3695.4,3620.92,3694.2,3185292
2021-07-15,GOOGL,2540.1,2574.0,2530.6,2572.98,1210940
2021-07-15,FB,344.46,349.2348,340.22,349.2348,14781594
2021-07-15,PFE,39.73,39.829,39.502,39.591,20434210
2021-07-15,BNTX,221.08,222.179,212.08,212.87,2889285
2021-07-15,MRNA,259.675,261.22,245.505,246.66,15130782
2021-07-14,AMZN,3681.68,3717.66,3660.8266,3708.85,3296568
2021-07-14,GOOGL,2564.74,2586.5266,2558.2892,2559.16,1187283
2021-07-14,FB,347.63,355.2,346.73,354.56,13894221
2021-07-14,PFE,39.591,39.666,39.304,39.363,16032461
2021-07-14,BNTX,212.0,214.9,204.68,207.93,1525970
2021-07-14,MRNA,246.66,249.92,237.22,237.245,9420397
2021-07-13,AMZN,3677.36,3773.0782,3671.32,3702.1,3845917
2021-07-13,GOOGL,2546.83,2561.15,2533.49,2540.77,962347
2021-07-13,FB,352.09,358.49,348.8,351.5,11455963
2021-07-13,PFE,39.294,39.443,39.175,39.413,12332746
2021-07-13,BNTX,207.84,214.43,206.8,214.43,1794644
2021-07-13,MRNA,235.15,239.8195,233.801,239.14,4186383
2021-07-12,AMZN,3718.55,3757.2899,3696.7929,3744.0,2571635
2021-07-12,GOOGL,2539.51,2541.3888,2512.215,2523.56,883389
2021-07-12,FB,353.16,354.19,349.64,351.23,10018624
2021-07-12,PFE,39.403,39.889,39.245,39.304,24734967
2021-07-12,BNTX,215.69,220.36,214.505,217.3734,1091964
2021-07-12,MRNA,239.34,242.389,229.2,230.98,6938180
2021-07-09,AMZN,3719.34,3748.0,3693.3968,3722.52,3748237
2021-07-09,GOOGL,2510.37,2514.69,2491.025,2500.5,931584
2021-07-09,FB,350.42,350.71,345.265,345.32,13018694
2021-07-09,PFE,39.254,39.74,39.106,39.175,21774175
2021-07-09,BNTX,217.4,217.6,208.5,216.24,2065349
2021-07-09,MRNA,232.81,233.7999,224.28,231.965,5305101
2021-07-08,AMZN,3731.41,3759.9855,3621.12,3643.56,5180623
2021-07-08,GOOGL,2500.88,2511.91,2480.44,2480.52,1189467
2021-07-08,FB,345.65,348.33,342.56,345.73,14406457
2021-07-08,PFE,38.898,38.967,38.581,38.65,23229690
2021-07-08,BNTX,207.93,208.7408,194.04,195.67,2013182
2021-07-08,MRNA,232.79,233.41,214.07,215.66,8719363
2021-07-07,AMZN,3696.58,3734.2,3678.91,3717.3772,5328062
2021-07-07,GOOGL,2529.48,2545.68,2523.06,2543.24,1202951
2021-07-07,FB,350.49,356.49,350.0,355.26,14218866
2021-07-07,PFE,38.997,39.007,38.615,38.868,17825150
2021-07-07,BNTX,205.93,211.6,203.0,211.5,1427263
2021-07-07,MRNA,221.9,231.86,220.8201,231.76,4889299
2021-07-06,AMZN,3675.74,3685.48,3529.0,3530.11,6744768
2021-07-06,GOOGL,2523.8,2528.56,2491.6501,2512.97,1320179
2021-07-06,FB,352.78,358.79,349.18,356.5,13488455
2021-07-06,PFE,38.937,39.294,38.69,39.126,19103342
2021-07-06,BNTX,213.5,216.43,209.15,213.4253,2050982
2021-07-06,MRNA,233.34,234.6,225.43,229.62,4956460
2021-07-02,AMZN,3510.98,3511.72,3436.92,3451.64,3176697
2021-07-02,GOOGL,2505.15,2508.08,2461.19,2463.0,1300109
2021-07-02,FB,354.7,356.44,352.62,355.1,11524614
2021-07-02,PFE,39.373,39.472,39.027,39.106,16746199
2021-07-02,BNTX,224.0,227.0,218.1301,224.89,967823
2021-07-02,MRNA,234.3,238.9,230.14,235.1,4200450
2021-07-01,AMZN,3432.97,3457.0,3409.4206,3434.61,2037053
2021-07-01,GOOGL,2448.89,2451.74,2430.63,2434.5,905641
2021-07-01,FB,354.39,354.6699,346.5,346.82,17137021
2021-07-01,PFE,39.205,39.274,38.759,38.818,20217378
2021-07-01,BNTX,224.0,227.38,220.103,224.5,944420
2021-07-01,MRNA,235.11,236.71,227.67,236.3,5933146
2021-06-30,AMZN,3440.16,3471.6019,3435.0,3441.06,2403992
2021-06-30,GOOGL,2441.79,2445.14,2427.09,2439.89,1223699
2021-06-30,FB,347.71,352.92,347.17,352.165,15107514
2021-06-30,PFE,38.809,38.918,38.472,38.789,21440513
2021-06-30,BNTX,223.88,230.9899,221.27,228.0,1763867
2021-06-30,MRNA,234.98,245.7,232.41,237.98,9319109
2021-06-29,AMZN,3448.14,3456.03,3423.03,3438.82,2098439
2021-06-29,GOOGL,2445.45,2460.415,2433.815,2453.4071,1155436
2021-06-29,FB,351.89,356.74,349.05,356.27,21417305
2021-06-29,PFE,38.749,38.932,38.63,38.779,14648048
2021-06-29,BNTX,228.06,231.97,223.01,226.3,1669930
2021-06-29,MRNA,234.46,238.4,219.33,221.19,11417039
2021-06-28,AMZN,3443.89,3448.0,3413.5098,3416.0,2242793
2021-06-28,GOOGL,2450.72,2455.695,2428.1101,2453.57,1426271
2021-06-28,FB,355.64,358.14,341.77,342.46,29156132
2021-06-28,PFE,38.769,38.858,38.551,38.66,19399821
2021-06-28,BNTX,228.44,233.74,222.75,230.56,1508748
2021-06-28,MRNA,222.94,225.0914,215.6,223.0,6190647
2021-06-25,AMZN,3401.46,3464.82,3394.18,3464.0,3940997
2021-06-25,GOOGL,2450.17,2452.66,2431.305,2440.0,1729819
2021-06-25,FB,341.37,344.12,339.68,342.59,14594444
2021-06-25,PFE,38.63,39.051,38.541,38.769,22980617
2021-06-25,BNTX,230.02,231.9,225.63,228.5,1174974
2021-06-25,MRNA,219.94,226.51,216.33,221.26,13315616
2021-06-24,AMZN,3449.08,3524.8599,3430.85,3507.64,3831999
2021-06-24,GOOGL,2450.0,2461.1107,2446.0,2454.0,1068257
2021-06-24,FB,343.18,344.9,341.79,341.85,12329096
2021-06-24,PFE,38.838,38.992,38.729,38.789,13558246
2021-06-24,BNTX,227.79,232.9699,225.81,231.1,1553201
2021-06-24,MRNA,220.14,221.49,213.46,214.38,8171884
2021-06-23,AMZN,3503.82,3521.0,3483.2,3505.0,2813341
2021-06-23,GOOGL,2442.54,2461.91,2436.69,2441.87,957708
2021-06-23,FB,340.59,343.4199,338.2,339.35,14817824
2021-06-23,PFE,38.699,39.304,38.625,39.274,22224841
2021-06-23,BNTX,229.5,238.0,219.7001,233.88,2707838
2021-06-23,MRNA,212.04,224.57,205.55,219.98,14558440
2021-06-22,AMZN,3505.44,3523.78,3456.09,3458.06,3345082
2021-06-22,GOOGL,2446.61,2448.0,2421.28,2435.0,1119510
2021-06-22,FB,339.03,339.92,332.6,332.685,15345299
2021-06-22,PFE,39.254,39.334,38.908,39.056,16120643
2021-06-22,BNTX,236.49,236.5519,227.8,228.2542,2032724
2021-06-22,MRNA,221.36,222.4048,210.2501,210.76,10066344
2021-06-21,AMZN,3453.96,3482.0,3434.0,3476.42,3277130
2021-06-21,GOOGL,2436.25,2440.0,2397.97,2410.01,1370683
2021-06-21,FB,332.29,332.92,327.65,331.09,11337522
2021-06-21,PFE,39.066,39.126,38.531,38.531,19664558
2021-06-21,BNTX,226.09,226.68,214.77,217.0618,1849836
2021-06-21,MRNA,208.24,211.04,200.0,200.86,7423063
2021-06-18,AMZN,3486.9,3507.0,3473.71,3479.99,5247737
2021-06-18,GOOGL,2402.22,2432.06,2400.3,2427.34,2305760
2021-06-18,FB,329.66,336.15,329.0,334.53,23039457
2021-06-18,PFE,38.462,39.086,38.353,38.947,38118050
2021-06-18,BNTX,212.42,217.0997,211.52,211.91,2256063
2021-06-18,MRNA,199.19,204.84,194.51,201.3928,6663813
2021-06-17,AMZN,3489.24,3497.2,3401.0,3403.18,5136531
2021-06-17,GOOGL,2434.87,2450.45,2410.0,2413.95,1292444
2021-06-17,FB,336.51,337.98,330.15,330.49,17794080
2021-06-17,PFE,39.126,39.235,38.719,38.918,19757461
2021-06-17,BNTX,214.2,216.3,208.56,209.9,2107671
2021-06-17,MRNA,202.47,203.9223,197.72,200.0,4955160
2021-06-16,AMZN,3415.25,3426.35,3360.53,3392.0,4202782
2021-06-16,GOOGL,2415.45,2437.72,2389.4,2431.44,1323593
2021-06-16,FB,331.08,337.55,328.72,336.695,17232157
2021-06-16,PFE,38.947,39.482,38.927,39.264,19351240
2021-06-16,BNTX,203.85,214.97,199.5,211.5,3931637
2021-06-16,MRNA,197.84,203.98,193.2016,200.0,7264747
2021-06-15,AMZN,3383.13,3396.9866,3363.1101,3384.0,2426200
2021-06-15,GOOGL,2428.39,2455.51,2421.12,2449.0,1078107
2021-06-15,FB,336.75,339.92,335.03,336.99,15795226
2021-06-15,PFE,39.235,39.482,39.036,39.354,20389883
2021-06-15,BNTX,218.17,224.339,213.12,224.14,2041130
2021-06-15,MRNA,201.59,207.85,199.2,203.49,6786260
2021-06-14,AMZN,3383.87,3385.0,3335.5,3346.83,2569655
2021-06-14,GOOGL,2448.91,2448.92,2418.0,2432.26,1104878
2021-06-14,FB,336.77,336.82,329.81,331.9,12250799
2021-06-14,PFE,39.274,39.71,39.027,39.671,23620352
2021-06-14,BNTX,220.58,240.92,212.4,240.55,4425173
2021-06-14,MRNA,207.41,213.4899,198.0,213.2727,11743700
2021-06-11,AMZN,3346.83,3366.58,3333.45,3349.65,2817352
2021-06-11,GOOGL,2430.2,2441.72,2418.96,2440.0,1097907
2021-06-11,FB,331.26,332.83,328.93,332.58,13587916
2021-06-11,PFE,39.79,40.305,39.591,40.295,21580626
2021-06-11,BNTX,238.55,239.78,233.61,238.9655,1123089
2021-06-11,MRNA,218.85,218.9,211.8,211.9,5576026
2021-06-10,AMZN,3349.65,3351.0,3281.15,3282.01,3476480
2021-06-10,GOOGL,2435.13,2436.0,2403.78,2406.92,1295375
2021-06-10,FB,332.46,333.94,328.545,330.785,13240229
2021-06-10,PFE,40.315,40.355,39.532,39.542,42999689
2021-06-10,BNTX,239.82,247.66,231.05,240.0,2853320
2021-06-10,MRNA,217.0,221.88,207.7,216.62,11763149
2021-06-09,AMZN,3281.15,3297.58,3270.7,3272.87,2455530
2021-06-09,GOOGL,2407.94,2412.88,2396.9,2411.43,897052
2021-06-09,FB,330.25,336.8,330.0,335.74,13727946
2021-06-09,PFE,39.453,39.482,38.63,38.65,30094084
2021-06-09,BNTX,241.49,246.6799,222.8,225.02,3627336
2021-06-09,MRNA,217.44,221.5,212.01,212.3,8016465
2021-06-08,AMZN,3264.11,3279.5321,3218.01,3222.61,3416730
2021-06-08,GOOGL,2398.44,2419.5202,2394.78,2412.01,1211992
2021-06-08,FB,333.68,338.2999,332.24,336.7,14580464
2021-06-08,PFE,38.501,38.759,38.13,38.719,19051308
2021-06-08,BNTX,220.45,240.6038,211.26,238.79,4125123
2021-06-08,MRNA,213.0,222.3449,202.5,220.1,11857625
2021-06-07,AMZN,3198.01,3208.0,3172.2,3197.33,2215756
2021-06-07,GOOGL,2402.3,2404.5099,2381.0,2389.436,1205966
2021-06-07,FB,336.58,337.69,328.93,329.48,20136707
2021-06-07,PFE,38.64,39.245,38.62,38.729,24329101
2021-06-07,BNTX,238.15,252.78,237.5,238.56,4361666
2021-06-07,MRNA,219.57,227.71,206.42,207.1026,19034363
2021-06-04,AMZN,3206.22,3221.0,3198.81,3212.0,2249749
2021-06-04,GOOGL,2393.57,2399.03,2362.41,2369.27,1222910
2021-06-04,FB,330.35,332.455,325.18,325.9,13289383
2021-06-04,PFE,38.799,39.145,38.665,38.699,19550803
2021-06-04,BNTX,233.29,235.0,217.0,218.62,3226782
2021-06-04,MRNA,206.07,207.38,197.33,197.9,11103272
2021-06-03,AMZN,3187.01,3214.435,3184.03,3204.23,2398293
2021-06-03,GOOGL,2347.58,2357.015,2329.52,2345.73,934796
2021-06-03,FB,326.04,327.375,323.48,325.78,12610788
2021-06-03,PFE,38.62,38.69,38.283,38.412,17533667
2021-06-03,BNTX,215.31,220.9999,213.4,218.3,1527720
2021-06-03,MRNA,195.22,200.0,188.6331,188.89,9270151
2021-06-02,AMZN,3233.99,3235.0,3208.0,3223.1,2014524
2021-06-02,GOOGL,2370.59,2393.64,2352.355,2389.15,1058146
2021-06-02,FB,329.15,331.87,327.1215,330.38,11654275
2021-06-02,PFE,38.442,38.581,38.194,38.293,19806822
2021-06-02,BNTX,219.4,219.94,205.2,206.26,2823266
2021-06-02,MRNA,191.6,194.5,183.28,183.9,10142521
2021-06-01,AMZN,3218.65,3250.98,3209.06,3243.495,2430045
2021-06-01,GOOGL,2381.18,2385.71,2354.28,2374.44,1167901
2021-06-01,FB,329.13,331.42,326.64,330.15,11765906
2021-06-01,PFE,38.154,38.65,38.135,38.59,23856565
2021-06-01,BNTX,206.14,209.8,204.48,204.57,1661885
2021-06-01,MRNA,184.66,185.2791,178.8,184.08,6010881
2021-05-28,AMZN,3223.07,3247.99,3219.7,3242.0,2331509
2021-05-28,GOOGL,2356.85,2376.07,2352.85,2374.42,1074540
2021-05-28,FB,328.73,332.8684,328.33,331.0,12037430
2021-05-28,PFE,38.382,38.67,38.333,38.402,16307336
2021-05-28,BNTX,204.0,208.6,199.1,199.11,2283072
2021-05-28,MRNA,185.01,186.64,178.36,178.6233,8567185
2021-05-27,AMZN,3230.11,3260.355,3230.04,3256.0,2561157
2021-05-27,GOOGL,2362.68,2389.05,2356.26,2389.05,1761201
2021-05-27,FB,332.75,333.78,326.76,328.0,20477726
2021-05-27,PFE,38.303,38.828,38.254,38.62,38819687
2021-05-27,BNTX,197.7,203.495,196.18,199.05,1324704
2021-05-27,MRNA,179.54,180.0,173.63,174.2,10844891
2021-05-26,AMZN,3265.16,3295.73,3258.51,3274.5905,2383986
2021-05-26,GOOGL,2380.31,2388.99,2366.4625,2366.52,1078598
2021-05-26,FB,327.66,329.8299,325.82,328.35,9686917
2021-05-26,PFE,38.571,38.947,38.432,38.937,28290384
2021-05-26,BNTX,202.37,203.4999,197.507,197.6,1545300
2021-05-26,MRNA,175.59,175.62,168.51,168.7,6885242
2021-05-25,AMZN,3259.05,3279.82,3213.76,3266.67,3261109
2021-05-25,GOOGL,2362.87,2384.0,2355.0,2372.0,1121982
2021-05-25,FB,327.79,329.18,324.8,327.08,16436965
2021-05-25,PFE,38.977,39.499,38.888,39.463,26151023
2021-05-25,BNTX,197.5,200.14,193.7,194.46,1444902
2021-05-25,MRNA,169.26,171.74,165.1001,166.56,7759917
2021-05-24,AMZN,3244.99,3257.95,3210.4993,3215.5,2422813
2021-05-24,GOOGL,2361.04,2365.55,2311.955,2314.89,1591610
2021-05-24,FB,324.63,325.95,318.03,318.21,16445356
2021-05-24,PFE,39.453,39.78,39.418,39.72,17075589
2021-05-24,BNTX,194.89,199.988,193.28,197.51,1221964
2021-05-24,MRNA,164.17,166.8,161.01,162.8813,4501276
2021-05-21,AMZN,3203.08,3256.6946,3197.01,3250.0,4104882
2021-05-21,GOOGL,2294.13,2318.89,2289.3,2317.41,2031590
2021-05-21,FB,316.23,319.93,315.8101,319.29,13600901
2021-05-21,PFE,39.591,40.236,39.552,39.849,21336295
2021-05-21,BNTX,195.69,205.19,195.43,204.13,1525911
2021-05-21,MRNA,161.45,169.28,161.35,168.93,5169131
2021-05-20,AMZN,3247.68,3259.6799,3236.18,3244.4042,2633192
2021-05-20,GOOGL,2306.95,2312.0,2283.52,2291.0,1617550
2021-05-20,FB,318.61,319.25,313.16,313.58,17320241
2021-05-20,PFE,39.76,39.889,39.363,39.373,18789738
2021-05-20,BNTX,203.71,209.02,198.3,199.17,3272909
2021-05-20,MRNA,165.97,166.81,158.89,159.92,4826341
2021-05-19,AMZN,3231.8,3234.75,3184.0,3195.0,2679708
2021-05-19,GOOGL,2271.5,2274.99,2225.44,2228.43,1184205
2021-05-19,FB,313.59,314.66,303.57,304.185,19106244
2021-05-19,PFE,39.472,39.542,39.076,39.542,20392570
2021-05-19,BNTX,199.08,199.24,186.72,190.0,1838114
2021-05-19,MRNA,157.99,160.07,154.51,155.74,3943745
2021-05-18,AMZN,3232.28,3312.0,3230.37,3292.575,2828391
2021-05-18,GOOGL,2262.47,2307.6818,2262.19,2302.35,1110185
2021-05-18,FB,309.96,316.5,309.81,315.59,14522403
2021-05-18,PFE,39.691,39.983,39.468,39.819,15948682
2021-05-18,BNTX,194.5,197.45,190.25,195.49,1839072
2021-05-18,MRNA,159.53,165.75,157.9,160.16,4811395
2021-05-17,AMZN,3270.39,3292.75,3234.59,3245.93,3723925
2021-05-17,GOOGL,2288.92,2289.78,2255.5101,2263.57,1079869
2021-05-17,FB,315.46,315.68,311.58,313.55,15401343
2021-05-17,PFE,39.75,40.037,39.651,39.71,18258920
2021-05-17,BNTX,198.3,200.6,191.78,192.74,2024460
2021-05-17,MRNA,160.43,163.37,156.7235,159.0,4231645
2021-05-14,AMZN,3222.9,3228.86,3183.0,3185.56,3325022
2021-05-14,GOOGL,2278.38,2284.72,2250.0,2258.54,1599829
2021-05-14,FB,315.94,316.85,309.08,309.54,19245724
2021-05-14,PFE,39.661,39.958,39.562,39.879,18204453
2021-05-14,BNTX,192.77,194.77,181.56,183.49,2980550
2021-05-14,MRNA,161.38,162.46,150.4,150.85,6512867
2021-05-13,AMZN,3161.47,3203.84,3133.0,3185.47,3356877
2021-05-13,GOOGL,2229.04,2239.4375,2206.72,2226.12,1661020
2021-05-13,FB,305.26,308.86,302.7701,306.0833,18079160
2021-05-13,PFE,39.74,39.918,39.145,39.145,25654044
2021-05-13,BNTX,180.79,189.95,172.72,188.3286,3054133
2021-05-13,MRNA,149.87,155.62,146.85,152.6,5765024
2021-05-12,AMZN,3151.94,3207.94,3133.1,3185.0,4936410
2021-05-12,GOOGL,2200.25,2247.98,2193.62,2226.19,2318774
2021-05-12,FB,302.55,304.96,298.19,301.13,24641010
2021-05-12,PFE,39.334,39.562,38.952,39.086,26445983
2021-05-12,BNTX,186.13,198.189,185.66,196.65,3200873
2021-05-12,MRNA,152.68,158.91,151.15,154.11,5720784
2021-05-11,AMZN,3223.91,3238.0,3127.37,3136.28,4619781
2021-05-11,GOOGL,2270.06,2280.28,2233.92,2243.07,1709292
2021-05-11,FB,306.53,306.84,299.69,300.75,18920086
2021-05-11,PFE,38.997,39.71,38.878,39.324,30845436
2021-05-11,BNTX,198.02,202.5,185.0,186.61,4662564
2021-05-11,MRNA,158.99,161.99,150.06,151.31,8087399
2021-05-10,AMZN,3190.49,3283.0,3190.0,3282.32,5838603
2021-05-10,GOOGL,2291.75,2331.0,2284.54,2328.14,1545729
2021-05-10,FB,305.97,314.5786,304.83,314.35,24239170
2021-05-10,PFE,39.502,39.918,39.423,39.472,31111119
2021-05-10,BNTX,202.35,202.95,184.56,200.8,7286868
2021-05-10,MRNA,158.55,164.7599,155.71,164.01,8809685
2021-05-07,AMZN,3291.61,3330.89,3289.0704,3319.09,4710276
2021-05-07,GOOGL,2351.93,2371.25,2346.155,2363.89,1444862
2021-05-07,FB,319.08,322.935,318.75,322.38,15916743
2021-05-07,PFE,39.225,39.507,38.699,38.699,34113958
2021-05-07,BNTX,183.71,185.83,175.4,183.3412,4463142
2021-05-07,MRNA,163.15,169.0196,160.8161,165.78,11952612
2021-05-06,AMZN,3306.37,3314.4,3247.2,3270.0,4447696
2021-05-06,GOOGL,2337.35,2337.35,2293.0418,2306.33,1259523
2021-05-06,FB,320.02,320.24,313.275,314.52,19012241
2021-05-06,PFE,38.838,38.878,37.619,38.135,55442586
2021-05-06,BNTX,168.0,171.89,145.0,146.06,9970531
2021-05-06,MRNA,160.5,163.47,143.56,148.0,29662344
2021-05-05,AMZN,3270.54,3354.695,3264.36,3338.855,3711308
2021-05-05,GOOGL,2314.77,2335.0,2308.28,2328.63,1331809
2021-05-05,FB,315.02,321.06,314.49,318.19,15577605
2021-05-05,PFE,39.225,40.324,38.204,39.431,55380971
2021-05-05,BNTX,170.77,196.076,161.22,185.41,9146816
2021-05-05,MRNA,162.84,180.7,156.81,178.1,18914247
2021-05-04,AMZN,3311.87,3367.975,3272.13,3356.19,5439449
2021-05-04,GOOGL,2306.83,2324.9899,2256.68,2313.55,2240932
2021-05-04,FB,318.36,322.19,313.12,320.025,24032557
2021-05-04,PFE,39.205,39.421,38.695,39.254,53805401
2021-05-04,BNTX,176.88,213.15,169.3,212.5,12101126
2021-05-04,MRNA,173.59,188.49,171.63,185.3347,16924196
2021-05-03,AMZN,3386.49,3486.645,3372.7012,3484.73,5875530
2021-05-03,GOOGL,2343.08,2381.55,2335.5,2364.91,1412139
2021-05-03,FB,322.58,328.55,321.84,326.17,18719462
2021-05-03,PFE,39.087,39.097,38.234,38.312,47524706
2021-05-03,BNTX,208.9,211.65,196.0,202.25,5707943
2021-05-03,MRNA,186.02,189.0,182.2101,183.9,14631036
2021-04-30,AMZN,3467.42,3554.0,3462.5,3525.12,7009346
2021-04-30,GOOGL,2353.5,2381.85,2346.56,2368.02,2242838
2021-04-30,FB,325.08,329.82,324.5,326.1435,26332423
2021-04-30,PFE,37.929,38.169,37.772,37.782,28953029
2021-04-30,BNTX,188.28,193.8499,180.68,183.3,3505815
2021-04-30,MRNA,178.82,184.0,174.52,175.59,9495237
2021-04-29,AMZN,3471.31,3514.445,3435.0,3505.0981,7682381
2021-04-29,GOOGL,2392.76,2404.16,2373.85,2389.23,2061654
2021-04-29,FB,329.51,331.81,321.61,330.12,56526771
2021-04-29,PFE,37.88,38.272,37.591,38.263,24017220
2021-04-29,BNTX,179.65,184.73,177.25,180.58,2072679
2021-04-29,MRNA,175.67,186.8,174.76,183.3265,8362706
2021-04-28,AMZN,3458.5,3489.88,3425.0,3434.8,4631884
2021-04-28,GOOGL,2359.04,2431.38,2353.22,2392.4954,4055340
2021-04-28,FB,307.1,310.92,305.37,307.36,33907210
2021-04-28,PFE,38.086,38.214,37.802,37.821,22380622
2021-04-28,BNTX,175.77,177.19,169.3,171.98,1507152
2021-04-28,MRNA,178.68,182.89,176.12,182.37,8375405
2021-04-27,AMZN,3417.43,3460.0,3398.01,3443.47,3827140
2021-04-27,GOOGL,2290.98,2318.45,2286.16,2317.6326,2219280
2021-04-27,FB,303.57,305.34,301.11,304.28,15309256
2021-04-27,PFE,37.733,37.89,37.635,37.792,19423621
2021-04-27,BNTX,172.84,175.88,169.2638,173.37,2061901
2021-04-27,MRNA,183.41,185.5299,178.18,178.3604,12925677
2021-04-26,AMZN,3409.0,3428.45,3330.94,3348.0,4880708
2021-04-26,GOOGL,2309.93,2324.53,2297.315,2304.52,1601892
2021-04-26,FB,303.04,305.8,301.56,303.3396,16172593
2021-04-26,PFE,37.959,38.018,37.772,38.008,20149054
2021-04-26,BNTX,174.65,174.77,161.54,167.7913,3087532
2021-04-26,MRNA,177.61,179.6,168.88,171.79,12201731
2021-04-23,AMZN,3340.88,3375.0,3308.5,3319.1,3196652
2021-04-23,GOOGL,2299.93,2306.1175,2261.25,2267.0,1455554
2021-04-23,FB,301.13,302.59,297.15,298.76,17559498
2021-04-23,PFE,37.939,38.106,37.713,37.91,24853222
2021-04-23,BNTX,173.0,177.65,171.02,174.3373,3108488
2021-04-23,MRNA,173.63,175.51,168.35,170.3046,8855331
2021-04-22,AMZN,3309.04,3372.87,3301.45,3371.68,2580590
2021-04-22,GOOGL,2252.52,2288.8814,2240.32,2275.4,1207276
2021-04-22,FB,296.52,302.92,296.04,301.33,16375350
2021-04-22,PFE,37.92,38.764,37.797,38.744,34007703
2021-04-22,BNTX,168.95,176.0,164.8,164.99,4728058
2021-04-22,MRNA,168.1,179.0,164.62,168.26,15922383
2021-04-21,AMZN,3362.02,3362.86,3303.8061,3316.0,2211166
2021-04-21,GOOGL,2278.35,2280.0,2244.82,2272.05,1160209
2021-04-21,FB,301.47,301.98,297.39,301.945,14863474
2021-04-21,PFE,38.793,38.93,38.4,38.41,29922921
2021-04-21,BNTX,161.8,162.07,152.12,154.84,2416881
2021-04-21,MRNA,169.5,170.11,157.6901,158.6,11352741
2021-04-20,AMZN,3334.69,3382.99,3316.0,3373.6,2623032
2021-04-20,GOOGL,2279.01,2298.9999,2257.12,2297.49,1114416
2021-04-20,FB,302.65,305.1,297.21,301.83,16796442
2021-04-20,PFE,38.302,38.508,38.028,38.028,26962097
2021-04-20,BNTX,156.18,157.3,140.81,145.47,3219473
2021-04-20,MRNA,156.78,162.73,153.27,160.32,7154386
2021-04-19,AMZN,3372.01,3435.9333,3360.16,3390.33,2725405
2021-04-19,GOOGL,2289.76,2304.09,2270.18,2270.18,1514470
2021-04-19,FB,302.24,307.7,300.56,305.007,14553507
2021-04-19,PFE,38.204,38.234,37.616,37.88,31492248
2021-04-19,BNTX,149.48,156.81,146.79,146.9697,3426358
2021-04-19,MRNA,161.91,168.1958,159.6,166.61,10006646
2021-04-16,AMZN,3399.44,3406.8,3355.59,3380.0,3186049
2021-04-16,GOOGL,2282.75,2294.24,2270.92,2289.24,1314139
2021-04-16,FB,306.18,308.95,304.61,308.17,13059163
2021-04-16,PFE,37.851,37.978,37.105,37.163,53833232
2021-04-16,BNTX,151.54,152.32,141.49,141.49,4624324
2021-04-16,MRNA,170.81,171.92,158.21,158.68,19044899
2021-04-15,AMZN,3379.09,3396.9999,3352.0,3371.0,3233580
2021-04-15,GOOGL,2285.25,2296.0,2251.17,2261.95,1458749
2021-04-15,FB,307.82,310.14,304.1,306.34,14558273
2021-04-15,PFE,36.899,37.037,36.565,36.565,25419755
2021-04-15,BNTX,140.72,140.79,128.16,130.0,3705488
